9.90E-01,,
9.86E-01,,
9.95E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.86E-01,,
1.00E+00,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,0.989903846
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.86E-01,,
9.95E-01,,0.003399552
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.86E-01,,
9.86E-01,,
9.86E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.81E-01,,
9.95E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
1.00E+00,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
1.00E+00,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.95E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.95E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.95E-01,,
9.95E-01,,
9.90E-01,,
9.90E-01,,
9.86E-01,,
9.86E-01,,
9.90E-01,,
9.86E-01,,
9.90E-01,,
