9.58E-01,,
9.64E-01,,
9.70E-01,,
9.64E-01,,
9.67E-01,,
9.61E-01,,
9.68E-01,,
9.64E-01,,
9.58E-01,,
9.67E-01,,
9.68E-01,,0.963179724
9.58E-01,,
9.57E-01,,
9.64E-01,,
9.58E-01,,0.005841804
9.55E-01,,
9.61E-01,,
9.57E-01,,
9.58E-01,,
9.58E-01,,
9.74E-01,,
9.58E-01,,
9.58E-01,,
9.67E-01,,
9.74E-01,,
9.61E-01,,
9.51E-01,,
9.60E-01,,
9.64E-01,,
9.61E-01,,
9.64E-01,,
9.64E-01,,
9.67E-01,,
9.61E-01,,
9.67E-01,,
9.71E-01,,
9.58E-01,,
9.58E-01,,
9.64E-01,,
9.64E-01,,
9.67E-01,,
9.64E-01,,
9.61E-01,,
9.61E-01,,
9.61E-01,,
9.67E-01,,
9.64E-01,,
9.61E-01,,
9.68E-01,,
9.58E-01,,
9.68E-01,,
9.51E-01,,
9.58E-01,,
9.64E-01,,
9.77E-01,,
9.68E-01,,
9.48E-01,,
9.64E-01,,
9.71E-01,,
9.71E-01,,
9.71E-01,,
9.67E-01,,
9.71E-01,,
9.58E-01,,
9.74E-01,,
9.55E-01,,
9.71E-01,,
9.61E-01,,
9.64E-01,,
9.61E-01,,
