8.27E-01,,
8.37E-01,,0.83313172
8.44E-01,,
8.31E-01,,0.010369985
8.28E-01,,
8.17E-01,,
8.21E-01,,
8.28E-01,,
8.21E-01,,
8.25E-01,,
8.30E-01,,
8.34E-01,,
8.31E-01,,
8.37E-01,,
8.37E-01,,
8.54E-01,,
8.15E-01,,
8.44E-01,,
8.43E-01,,
8.28E-01,,
8.51E-01,,
8.27E-01,,
8.43E-01,,
8.53E-01,,
8.40E-01,,
8.27E-01,,
8.40E-01,,
8.43E-01,,
8.34E-01,,
8.40E-01,,
8.21E-01,,
8.57E-01,,
8.37E-01,,
8.28E-01,,
8.41E-01,,
8.41E-01,,
8.37E-01,,
8.01E-01,,
8.41E-01,,
8.41E-01,,
8.37E-01,,
8.24E-01,,
8.24E-01,,
8.20E-01,,
8.37E-01,,
8.34E-01,,
8.21E-01,,
8.28E-01,,
8.21E-01,,
8.21E-01,,
8.50E-01,,
8.30E-01,,
8.50E-01,,
8.40E-01,,
8.41E-01,,
8.47E-01,,
8.27E-01,,
8.21E-01,,
8.40E-01,,
8.34E-01,,
8.18E-01,,
8.27E-01,,
8.47E-01,,
8.21E-01,,
8.17E-01,,
8.41E-01,,
8.31E-01,,
8.24E-01,,
8.47E-01,,
8.34E-01,,
8.34E-01,,
8.44E-01,,
8.50E-01,,
8.46E-01,,
8.28E-01,,
8.60E-01,,
8.34E-01,,
8.47E-01,,
8.31E-01,,
8.37E-01,,
8.38E-01,,
8.28E-01,,
8.28E-01,,
8.14E-01,,
8.24E-01,,
8.30E-01,,
8.34E-01,,
8.37E-01,,
8.30E-01,,
8.24E-01,,
8.40E-01,,
8.37E-01,,
8.47E-01,,
8.44E-01,,
8.41E-01,,
8.40E-01,,
8.34E-01,,
8.24E-01,,
8.31E-01,,
8.28E-01,,
8.24E-01,,
8.47E-01,,
8.37E-01,,
8.01E-01,,
8.05E-01,,
8.27E-01,,
8.24E-01,,
8.38E-01,,
8.37E-01,,
8.21E-01,,
8.20E-01,,
8.40E-01,,
8.31E-01,,
8.31E-01,,
8.14E-01,,
8.34E-01,,
8.34E-01,,
8.05E-01,,
8.51E-01,,
8.24E-01,,
8.18E-01,,
8.28E-01,,
8.47E-01,,
8.28E-01,,
8.38E-01,,
8.37E-01,,
8.24E-01,,
8.24E-01,,
8.18E-01,,
8.31E-01,,
8.34E-01,,
8.31E-01,,
8.43E-01,,
8.20E-01,,
8.28E-01,,
8.40E-01,,
8.30E-01,,
8.28E-01,,
8.27E-01,,
8.38E-01,,
8.18E-01,,
8.34E-01,,
8.27E-01,,
8.34E-01,,
8.41E-01,,
8.37E-01,,
8.28E-01,,
8.18E-01,,
8.47E-01,,
8.37E-01,,
8.31E-01,,
8.37E-01,,
8.31E-01,,
8.21E-01,,
8.31E-01,,
8.53E-01,,
8.27E-01,,
8.37E-01,,
8.37E-01,,
8.24E-01,,
8.54E-01,,
8.50E-01,,
8.54E-01,,
8.43E-01,,
8.27E-01,,
8.34E-01,,
8.24E-01,,
8.34E-01,,
8.40E-01,,
8.40E-01,,
8.37E-01,,
8.34E-01,,
8.24E-01,,
8.27E-01,,
8.40E-01,,
8.37E-01,,
8.44E-01,,
8.27E-01,,
8.40E-01,,
8.37E-01,,
8.31E-01,,
8.38E-01,,
8.50E-01,,
8.21E-01,,
8.27E-01,,
8.34E-01,,
8.28E-01,,
8.31E-01,,
8.34E-01,,
8.50E-01,,
8.30E-01,,
8.37E-01,,
8.40E-01,,
8.25E-01,,
8.46E-01,,
8.31E-01,,
8.21E-01,,
8.31E-01,,
8.37E-01,,
8.47E-01,,
